1,13,13,400
2,6,6,15
3,0,0,0
4,1,1,45
5,1,1,322
6,1,1,515
7,0,0,0
8,0,0,0
9,3,3,96
10,0,0,0
11,6,6,66
12,0,0,0
13,11,11,123
